<BALANCE>,Data
36065.0,2019-09-11
35755.0,2019-09-12
36094.0,2019-09-13
36116.0,2019-09-16
35968.0,2019-09-17
35968.0,2019-09-18
36307.0,2019-09-19
35825.0,2019-09-20
35492.0,2019-09-23
35831.0,2019-09-24
35959.0,2019-09-25
35621.0,2019-09-26
35755.0,2019-09-27
35755.0,2019-09-30
35755.0,2019-10-01
35629.0,2019-10-02
35629.0,2019-10-03
35924.0,2019-10-04
35924.0,2019-10-07
35781.0,2019-10-08
35657.0,2019-10-09
36079.0,2019-10-10
35897.0,2019-10-11
35857.0,2019-10-14
35841.0,2019-10-15
35939.0,2019-10-16
35967.0,2019-10-17
35716.0,2019-10-18
35825.0,2019-10-21
35987.0,2019-10-22
35944.0,2019-10-23
35944.0,2019-10-24
35956.0,2019-10-25
36252.0,2019-10-28
36253.0,2019-10-29
36592.0,2019-10-30
36220.0,2019-10-31
35822.0,2019-11-01
35936.0,2019-11-04
36035.0,2019-11-05
36374.0,2019-11-06
36214.0,2019-11-07
36214.0,2019-11-08
36384.0,2019-11-11
36384.0,2019-11-12
36384.0,2019-11-13
36072.0,2019-11-14
36368.0,2019-11-18
36500.0,2019-11-19
36670.0,2019-11-21
36638.0,2019-11-22
36600.0,2019-11-25
36600.0,2019-11-26
37278.0,2019-11-27
37085.0,2019-11-28
37085.0,2019-11-29
36847.0,2019-12-02
36847.0,2019-12-03
36858.0,2019-12-04
37191.0,2019-12-05
37238.0,2019-12-06
37238.0,2019-12-09
37238.0,2019-12-10
37264.0,2019-12-11
36961.0,2019-12-12
37121.0,2019-12-13
37285.0,2019-12-16
37261.0,2019-12-17
37261.0,2019-12-18
37340.0,2019-12-19
37238.0,2019-12-20
37167.0,2019-12-23
37359.0,2019-12-26
37698.0,2019-12-27
37973.0,2019-12-30
