<BALANCE>,Data
11372.0,2019-09-12
11464.0,2019-09-13
11464.0,2019-09-16
11573.0,2019-09-17
11573.0,2019-09-18
11512.0,2019-09-19
11512.0,2019-09-20
11451.0,2019-09-23
11390.0,2019-09-24
11369.0,2019-09-25
11425.0,2019-09-26
11364.0,2019-09-27
11364.0,2019-09-30
11415.0,2019-10-01
11415.0,2019-10-02
11354.0,2019-10-03
11424.0,2019-10-04
11542.0,2019-10-07
11542.0,2019-10-08
11511.0,2019-10-09
11511.0,2019-10-10
11690.0,2019-10-11
11690.0,2019-10-14
11629.0,2019-10-15
11808.0,2019-10-16
11808.0,2019-10-17
11808.0,2019-10-18
11906.0,2019-10-21
11906.0,2019-10-22
11845.0,2019-10-23
11869.0,2019-10-24
11747.0,2019-10-25
11769.0,2019-10-28
11694.0,2019-10-29
11784.0,2019-10-30
11723.0,2019-10-31
11723.0,2019-11-01
11723.0,2019-11-04
11723.0,2019-11-05
11662.0,2019-11-06
11662.0,2019-11-07
11662.0,2019-11-08
11601.0,2019-11-11
11540.0,2019-11-12
11540.0,2019-11-13
11540.0,2019-11-14
11479.0,2019-11-18
11543.0,2019-11-19
11627.0,2019-11-21
11627.0,2019-11-22
11566.0,2019-11-25
11745.0,2019-11-26
11745.0,2019-11-27
11709.0,2019-11-28
11648.0,2019-11-29
11736.0,2019-12-02
11675.0,2019-12-03
11844.0,2019-12-04
11783.0,2019-12-05
11722.0,2019-12-06
11722.0,2019-12-09
11687.0,2019-12-10
11565.0,2019-12-11
11714.0,2019-12-12
11714.0,2019-12-13
11653.0,2019-12-16
11653.0,2019-12-17
11832.0,2019-12-18
11893.0,2019-12-19
11893.0,2019-12-20
11893.0,2019-12-23
12072.0,2019-12-26
12072.0,2019-12-27
12072.0,2019-12-30
